,DSSd00_1,DSSd00_2,DSSd00_3,DSSd07_1,DSSd07_2,DSSd07_3
ENSMUSG00000098104,38.1403615049216,35.1749304396334,38.7420806676311,29.6713970130668,49.3812634145781,44.3931282943708
ENSMUSG00000033845,29.602075719237,18.7690940208841,41.7626265556566,36.8464233235127,50.1193149512756,48.5503229426533
ENSMUSG00000025903,79.5150435717337,65.4304796525092,91.9101297528749,107.506575797344,122.884712248493,130.557575609645
ENSMUSG00000033793,58.097883198933,58.3338760675329,62.8218456072598,59.4856166351014,60.4752490025797,69.6055695524636
ENSMUSG00000025907,90.2151335393345,83.7482385371989,57.8768888022538,119.68066539112,131.936220321431,140.174255569185
ENSMUSG00000051285,12.5020489260208,10.5005436698017,9.07091911656118,13.894289503443,12.8070672581916,15.3075762962502
ENSMUSG00000061024,24.3343452310047,34.7154922612837,21.6284727685506,26.9766314640285,24.538540977121,8.69023862651702
ENSMUSG00000045210,10.2239694395523,9.9447022283557,13.3061237154701,11.9306468654448,11.7416727001453,11.2577618587027
ENSMUSG00000097893,6.24207653220161,4.85725962045289,7.92569285535206,8.74087246677519,12.5889108018897,10.4027439002796
ENSMUSG00000025917,47.6941701582942,53.2906410812468,70.8065903053878,78.7742389487074,77.2798652105011,61.1421579062367
ENSMUSG00000067851,69.6343086232017,64.8377103439073,63.9316507434469,63.7565100048615,53.6142230934784,68.8643501134831
ENSMUSG00000016918,6.12053556363962,5.19565391341049,5.65190530163726,4.15547968171568,3.98991162884711,4.7689198036192
ENSMUSG00000005886,18.2976645574951,15.820324240075,10.8420296732325,12.4553777695287,11.6174253479031,12.7058357758891
ENSMUSG00000025935,94.3556367840727,68.1978208021654,79.6907105178298,93.0336655154429,91.2274688834013,113.077613750622
ENSMUSG00000025937,7.62411172346565,8.6293637760783,9.15246453986093,9.7055971538069,5.59133643982462,9.24071064751135
ENSMUSG00000025925,5.4934677064702,8.54946225963313,8.37020261337709,8.97468181259427,3.6930432040817,7.84727015304535
ENSMUSG00000043716,710.262314010892,690.861534614535,901.834656871223,1153.44912949133,968.226452954207,1099.13973013011
ENSMUSG00000025921,24.3139931162311,27.9293556616618,25.579637872272,21.8875150534081,16.3453453883471,25.6354367586801
ENSMUSG00000025920,16.8488794964043,10.4887380480606,17.1146948495666,14.6805469534539,17.1161165736956,17.115142403757
ENSMUSG00000025939,20.6551471456804,27.8594546046666,18.8829106702313,32.780203861916,9.25709768662388,27.5382981763369
ENSMUSG00000079658,15.4657209015323,24.0692408203177,26.7065153890572,24.5444624745627,30.4978622493976,44.1847286670974
ENSMUSG00000025940,38.078193026511,39.5072950384025,46.4147176702671,44.4345493166343,30.7181735459314,34.4493241070732
ENSMUSG00000041859,26.7188059811229,13.8607910075345,16.7017437828125,33.5773314928469,25.7915996516006,23.4874413818632
ENSMUSG00000025931,16.3629068119927,16.9770184907987,18.4018825935371,18.0032453921685,22.0002828923081,17.8087391690875
ENSMUSG00000041779,1.91915969782415,3.48457750138467,1.94943720755178,7.61437883915115,6.88093816952745,2.7414677614151
ENSMUSG00000082935,38.7963938202495,34.5021003644981,42.2233530407901,36.2181109447755,32.29112865633,36.9464000444092
ENSMUSG00000041670,11.3834488426445,14.7633473464656,17.3445587273999,7.97020623283841,17.8561760036549,12.1957117682322
ENSMUSG00000026158,2.57208603597737,4.00292741636002,1.30633219977562,3.60173027326244,0.57637090468327,4.28651462117217
ENSMUSG00000026156,12.5596620547121,26.0620704366236,14.8841102923359,9.77082294113087,15.010433668203,17.9411378095835
ENSMUSG00000026155,70.1831759452153,55.4797722599369,76.3825892991118,84.2387516057669,83.8780456480701,81.1586233961418
ENSMUSG00000026154,18.2418517690694,42.584583612404,23.1620540838693,34.0591145801528,8.17552170508276,26.0579922505225
ENSMUSG00000026153,40.2308499397832,16.0541318139162,44.0090533830021,46.2242926144945,36.0608331939542,39.7860105225936
ENSMUSG00000100131,142.228136509982,143.876909396703,148.083790070911,89.6238772791949,89.2401124931522,10.1584524583943
ENSMUSG00000067736,105.945448624782,76.9451603366982,53.8084453717099,89.0141910392004,28.4891904314874,0
ENSMUSG00000101939,81.2555527713548,74.9378952844365,100.879137583832,84.2839683269723,72.8332346683242,0
ENSMUSG00000101111,759.803412781102,887.375220741232,880.891668138858,590.472168911375,513.460351684738,15.1533492610531
ENSMUSG00000100862,826.93704147839,962.8359001424,965.980639655315,634.740327842951,749.458997840721,26.2501603349659
ENSMUSG00000102070,626.618323011598,726.064023970077,910.619047312602,503.847334888553,586.266541419771,17.4230139080831
ENSMUSG00000101249,1399.1259306802,1320.26634870408,1614.12212104063,803.781258923078,862.5507737143,24.1160009581394
ENSMUSG00000073725,36.3730972058314,32.6580626625555,36.2364172424621,37.8738424932117,38.2457624970652,31.3080174127563
ENSMUSG00000048874,10.7023524420224,17.0831068277591,15.05242727142,17.6765769439547,16.9722836613116,19.6000272092715
ENSMUSG00000026134,9.46267196830967,4.90890643160707,6.40797283616515,2.94460446306891,8.48184504998206,9.01144744663638
ENSMUSG00000004768,63.1377605993635,36.3929812403302,57.0078664478656,65.4909213351474,50.305237158302,40.0847042952857
ENSMUSG00000042215,25.1193241094242,6.94988544976629,22.1135352914704,12.5066533646475,16.5114770350233,20.7319814688521
ENSMUSG00000042197,1.74108227477283,6.32249221324462,8.84275178271811,11.3776290391078,10.1439990524636,9.94835590112177
ENSMUSG00000026131,23.3599645267418,25.0724284360777,25.0922086188355,19.5515847392684,16.847191617603,12.9129382312385
ENSMUSG00000042111,10.9611596113851,11.3725398268903,5.56704384960095,6.82181092617137,9.82501112827834,8.69873348343443
ENSMUSG00000026127,22.4162851202675,20.4888243939734,18.974945266446,14.449299230832,19.1359880896899,16.2646641143311
ENSMUSG00000026126,52.9154565023237,57.3969304133208,65.9662454611016,78.5891056021769,60.3662845899624,54.9733087478204
ENSMUSG00000037503,57.5896710993797,73.8857106215213,67.933429719385,64.1680828445608,57.7260097172404,64.2789711423011
ENSMUSG00000026123,183.541892932462,191.054714189962,190.716424924892,204.489581578462,193.105633133366,191.982190780551
ENSMUSG00000045216,87.9412745105413,88.6348660614184,88.4779255544717,101.643882212012,83.3303074788168,74.1766429040484
ENSMUSG00000037470,27.9307529453179,23.9702957143218,33.2750997283706,36.3756283098308,26.8901624730279,31.8529843276387
ENSMUSG00000047180,129.483444370057,104.489039902953,93.7733322805826,126.474615289724,110.688948504786,103.899306668381
ENSMUSG00000037447,25.0615785367589,14.8583757891555,29.0936697733935,50.1344294358715,51.3460351684738,13.6380143349478
ENSMUSG00000010453,31.6502374022875,32.1242220093571,34.945179896803,37.8970659442351,35.7703906367515,32.7619628655969
ENSMUSG00000001143,88.3630124700312,96.2633069744224,152.587012747691,70.1170885443536,83.164189940427,79.9419776442152
ENSMUSG00000037408,225.372321611627,196.161930640643,203.878033921699,189.930873424746,167.62696300946,180.050582917729
ENSMUSG00000001138,19.793621077559,15.5579469196097,12.7946598006908,13.4386916569869,11.8279789274575,10.2816919162951
